,end traj
19573,[ 1.66661143 -0.00739527]
19574,[1.60348802 0.07880403]
19575,[1.53156348 0.15776801]
19576,[1.45165917 0.22859981]
19577,[1.36468732 0.29049521]
19578,[1.27164073 0.34275182]
19579,[1.17358136 0.38477706]
19580,[1.07162833 0.41609494]
19581,[0.96694508 0.43635142]
19582,[0.8607262  0.44531854]
19583,[0.75418372 0.44289692]
19584,[0.64853341 0.42911697]
19585,[0.54498084 0.40413849]
19586,[0.44470769 0.36824887]
19587,[0.34885828 0.32185983]
19588,[0.25852651 0.26550271]
19589,[0.17474344 0.19982241]
19590,[0.09846549 0.12557005]
19591,[0.03056361 0.04359443]
19592,[-0.02818674 -0.04516765]
19593,[-0.07711431 -0.13970209]
19594,[-0.11565979 -0.23892902]
19595,[-0.14338218 -0.34171508]
19596,[-0.15996375 -0.44688639]
19597,[-0.16521374 -0.55324189]
19598,[-0.15907046 -0.659567  ]
19599,[-0.14160206 -0.76464751]
19600,[-0.11300571 -0.86728339]
19601,[-0.07360536 -0.96630246]
19602,[-0.02384806 -1.06057373]
19603,[ 0.03570114 -1.14902032]
19604,[ 0.10436561 -1.23063172]
19605,[ 0.1813649  -1.30447527]
19606,[ 0.26582357 -1.36970683]
19607,[ 0.35678119 -1.42558037]
19608,[ 0.45320331 -1.47145649]
19609,[ 0.55399319 -1.50680969]
19610,[ 0.65800434 -1.53123435]
19611,[ 0.76405358 -1.54444937]
19612,[ 0.87093449 -1.54630137]
19613,[ 0.97743117 -1.53676643]
19614,[ 1.08233212 -1.51595036]
19615,[ 1.18444399 -1.4840875 ]
19616,[ 1.28260524 -1.44153805]
19617,[ 1.37569932 -1.38878398]
19618,[ 1.4626674 -1.3264235]
19619,[ 1.54252046 -1.25516429]
19620,[ 1.61435056 -1.17581541]
19621,[ 1.67734114 -1.08927807]
19622,[ 1.67734114 -1.08927807]
19623,[ 1.73077635 -0.99653541]
19624,[ 1.77404923 -0.89864125]
19625,[ 1.80666859 -0.79670811]
19626,[ 1.82826462 -0.69189453]
19627,[ 1.83859309 -0.58539185]
19628,[ 1.83753817 -0.47841066]
19629,[ 1.8251137  -0.37216703]
19630,[ 1.80146307 -0.26786859]
19631,[ 1.76685757 -0.16670082]
19632,[ 1.7216933  -0.06981353]
19633,[1.66648666 0.02169224]
19634,[1.60186848 0.10677676]
19635,[1.52857679 0.18447345]
19636,[1.44744846 0.25389994]
19637,[1.35940963 0.31426804]
19638,[1.2654652  0.36489281]
19639,[1.16668733 0.40520028]
19640,[1.06420326 0.43473406]
19641,[0.95918243 0.45316048]
19642,[0.85282322 0.46027245]
19643,[0.74633924 0.45599178]
19644,[0.64094551 0.44037008]
19645,[0.53784465 0.41358816]
19646,[0.43821313 0.375954  ]
19647,[0.34318791 0.32789923]
19648,[0.25385347 0.26997418]
19649,[0.17122944 0.20284167]
19650,[0.096259   0.12726938]
19651,[0.02979812 0.0441212 ]
19652,[-0.02739416 -0.0456527 ]
19653,[-0.07466442 -0.14102664]
19654,[-0.11147229 -0.24091117]
19655,[-0.13739659 -0.3441654 ]
19656,[-0.15214015 -0.44961008]
19657,[-0.15553317 -0.556041  ]
19658,[-0.1475352 -0.6622427]
19659,[-0.12823555 -0.76700235]
19660,[-0.09785231 -0.86912352]
19661,[-0.05672984 -0.96743987]
19662,[-0.00533486 -1.0608284 ]
19663,[ 0.05574887 -1.14822225]
19664,[ 0.1258272  -1.22862285]
19665,[ 0.20410351 -1.30111133]
19666,[ 0.28968776 -1.36485895]
19667,[ 0.38160666 -1.41913656]
19668,[ 0.47881474 -1.46332289]
19669,[ 0.58020627 -1.49691168]
19670,[ 0.68462785 -1.51951738]
19671,[ 0.79089157 -1.53087957]
19672,[ 0.89778852 -1.53086596]
19673,[ 1.00410258 -1.51947385]
19674,[ 1.10862426 -1.49683017]
19675,[ 1.2101645  -1.46319007]
19676,[ 1.3075682  -1.41893395]
19677,[ 1.39972741 -1.3645632 ]
19678,[ 1.48559391 -1.30069441]
19679,[ 1.56419117 -1.22805243]
19680,[ 1.6346255  -1.14746202]
19681,[ 1.69609619 -1.05983853]
19682,[ 1.69609619 -1.05983853]
19683,[ 1.74790469 -0.96617742]
19684,[ 1.78946249 -0.86754296]
19685,[ 1.8202979  -0.76505606]
19686,[ 1.84006139 -0.65988153]
19687,[ 1.84852956 -0.55321481]
19688,[ 1.84560772 -0.44626834]
19689,[ 1.83133093 -0.34025772]
19690,[ 1.80586365 -0.23638792]
19691,[ 1.7694978  -0.13583951]
19692,[ 1.72264949 -0.0397552 ]
19693,[1.66585427 0.05077314]
19694,[1.59976099 0.13471695]
19695,[1.52512447 0.2111227 ]
19696,[1.44279684 0.27912273]
19697,[1.35371786 0.33794515]
19698,[1.25890421 0.38692265]
19699,[1.15943792 0.42550007]
19700,[1.05645402 0.45324075]
19701,[0.9511276 0.4698315]
19702,[0.84466047 0.47508617]
19703,[0.73826742 0.46894775]
19704,[0.63316238 0.45148905]
19705,[0.53054462 0.42291185]
19706,[0.43158509 0.38354462]
19707,[0.33741301 0.33383874]
19708,[0.24910311 0.27436342]
19709,[0.16766329 0.20579914]
19710,[0.09402318 0.12892995]
19711,[0.02902356 0.04463453]
19712,[-0.02659324 -0.04612384]
19713,[-0.0721918  -0.14230824]
19714,[-0.10725083 -0.24281993]
19715,[-0.13136915 -0.34651088]
19716,[-0.1442702  -0.45219682]
19717,[-0.14580523 -0.55867074]
19718,[-0.135955   -0.66471668]
19719,[-0.11482999 -0.76912355]
19720,[-0.08266911 -0.87069891]
19721,[-0.03983705 -0.9682826 ]
19722,[ 0.01317996 -1.06075994]
19723,[ 0.07577962 -1.14707442]
19724,[ 0.14725046 -1.22623974]
19725,[ 0.22677995 -1.29735107]
19726,[ 0.31346371 -1.35959533]
19727,[ 0.40631589 -1.41226046]
19728,[ 0.50428032 -1.45474355]
19729,[ 0.60624261 -1.4865577 ]
19730,[ 0.71104281 -1.50733754]
19731,[ 0.81748865 -1.51684345]
19732,[ 0.92436908 -1.51496423]
19733,[ 1.03046812 -1.50171842]
19734,[ 1.13457869 -1.47725404]
19735,[ 1.23551637 -1.44184693]
19736,[ 1.33213287 -1.39589763]
19737,[ 1.42332914 -1.33992676]
19738,[ 1.50806789 -1.27456912]
19739,[ 1.5853854  -1.20056649]
19740,[ 1.65440251 -1.11875911]
19741,[ 1.7143346  -1.03007615]
19742,[ 1.7143346  -1.03007615]
19743,[ 1.76450059 -0.93552513]
19744,[ 1.80433066 -0.8361804 ]
19745,[ 1.83337273 -0.73317096]
19746,[ 1.85129766 -0.62766753]
19747,[ 1.85790295 -0.52086927]
19748,[ 1.85311508 -0.41399007]
19749,[ 1.83699033 -0.30824477]
19750,[ 1.80971414 -0.20483525]
19751,[ 1.77159902 -0.10493683]
19752,[ 1.72308095 -0.00968477]
19753,[1.66471444 0.07983857]
19754,[1.59716621 0.16261611]
19755,[1.52120759 0.23770764]
19756,[1.43770573 0.30426049]
19757,[1.34761372 0.36151931]
19758,[1.25195974 0.40883463]
19759,[1.15183533 0.44567024]
19760,[1.04838297 0.47160939]
19761,[0.94278305 0.48635941]
19762,[0.83624043 0.48975517]
19763,[0.72997071 0.48176087]
19764,[0.62518637 0.46247049]
19765,[0.52308299 0.43210672]
19766,[0.42482558 0.3910184 ]
19767,[0.33153534 0.33967657]
19768,[0.24427687 0.27866908]
19769,[0.16404606 0.20869392]
19770,[0.09175872 0.13055125]
19771,[0.02824016 0.04513427]
19772,[-0.02578422 -0.04658093]
19773,[-0.06969718 -0.14354649]
19774,[-0.10299671 -0.24465474]
19775,[-0.12530169 -0.34875081]
19776,[-0.1363563  -0.45464581]
19777,[-0.13603287 -0.56113031]
19778,[-0.12433339 -0.66698819]
19779,[-0.10138944 -0.77101047]
19780,[-0.06746073 -0.87200907]
19781,[-0.02293212 -0.96883038]
19782,[ 0.03169077 -1.06036836]
19783,[ 0.09578729 -1.14557717]
19784,[ 0.16862887 -1.2234831 ]
19785,[ 0.24938731 -1.29319562]
19786,[ 0.33714418 -1.35391756]
19787,[ 0.43090135 -1.40495418]
19788,[ 0.52959229 -1.44572108]
19789,[ 0.63209429 -1.4757509 ]
19790,[ 0.73724119 -1.49469856]
19791,[ 0.84383671 -1.50234528]
19792,[ 0.95066806 -1.49860103]
19793,[ 1.05651978 -1.48350555]
19794,[ 1.16018753 -1.45722791]
19795,[ 1.26049189 -1.4200646 ]
19796,[ 1.35629175 -1.3724361 ]
19797,[ 1.4464973  -1.31488216]
19798,[ 1.5300825  -1.24805559]
19799,[ 1.60609672 -1.17271485]
19800,[ 1.67367557 -1.08971541]
19801,[ 1.73205081 -1.        ]
19802,[ 1.73205081 -1.        ]
19803,[ 1.78055902 -0.90458786]
19804,[ 1.81864921 -0.80456313]
19805,[ 1.8458891  -0.70106252]
19806,[ 1.86197001 -0.59526233]
19807,[ 1.8667104  -0.48836506]
19808,[ 1.86005796 -0.3815857 ]
19809,[ 1.84209016 -0.27613792]
19810,[ 1.81301338 -0.17322019]
19811,[ 1.7731606  -0.07400218]
19812,[1.72298753 0.02038862]
19813,[1.66306752 0.10887968]
19814,[1.59408491 0.19046574]
19815,[1.51682733 0.26422017]
19816,[1.43217668 0.32930558]
19817,[1.34109909 0.38498335]
19818,[1.24463391 0.43062207]
19819,[1.14388188 0.46570466]
19820,[1.03999258 0.48983436]
19821,[0.93415132 0.50273917]
19822,[0.82756566 0.50427499]
19823,[0.72145164 0.49442724]
19824,[0.61701993 0.47331106]
19825,[0.51546202 0.44116997]
19826,[0.41793666 0.39837308]
19827,[0.32555667 0.34541092]
19828,[0.23937622 0.28288986]
19829,[0.16037886 0.21152513]
19830,[0.08946631 0.13213277]
19831,[0.02744816 0.04562025]
19832,[-0.02496734 -0.04702383]
19833,[-0.06718133 -0.14474101]
19834,[-0.09871121 -0.24641502]
19835,[-0.11919607 -0.35088451]
19836,[-0.12840087 -0.45695631]
19837,[-0.12621908 -0.56341894]
19838,[-0.1126739  -0.66905652]
19839,[-0.08791801 -0.77266253]
19840,[-0.0522318  -0.87305361]
19841,[-0.0060202  -0.96908304]
19842,[ 0.05019192 -1.05965378]
19843,[ 0.11576578 -1.14373098]
19844,[ 0.18995591 -1.22035378]
19845,[ 0.2719187  -1.28864625]
19846,[ 0.36072195 -1.34782737]
19847,[ 0.45535555 -1.39721993]
19848,[ 0.55474294 -1.43625823]
19849,[ 0.65775342 -1.46449457]
19850,[ 0.76321499 -1.48160428]
19851,[ 0.86992773 -1.48738949]
19852,[ 0.97667747 -1.48178134]
19853,[ 1.08224961 -1.46484079]
19854,[ 1.18544296 -1.43675791]
19855,[ 1.28508346 -1.3978497 ]
19856,[ 1.38003749 -1.34855652]
19857,[ 1.46922485 -1.28943704]
19858,[ 1.55163104 -1.22116188]
19859,[ 1.6263188  -1.14450599]
19860,[ 1.69243882 -1.06033978]
19861,[ 1.74923941 -0.96961924]
19862,[ 1.74923941 -0.96961924]
19863,[ 1.79607506 -0.87337505]
19864,[ 1.83241378 -0.77270079]
19865,[ 1.85784319 -0.66874054]
19866,[ 1.87207518 -0.56267581]
19867,[ 1.87494924 -0.45571209]
19868,[ 1.86643426 -0.3490651 ]
19869,[ 1.84662887 -0.24394695]
19870,[ 1.81576036 -0.14155236]
19871,[ 1.77418205 -0.04304499]
19872,[1.72236929 0.05045579]
19873,[1.66091401 0.13788763]
19874,[1.59051804 0.21825735]
19875,[1.51198503 0.29065221]
19876,[1.42621138 0.35425035]
19877,[1.33417595 0.40833013]
19878,[1.23692896 0.45227834]
19879,[1.13558    0.48559723]
19880,[1.0312854  0.50791013]
19881,[0.92523503 0.51896579]
19882,[0.81863881 0.5186412 ]
19883,[0.71271282 0.50694301]
19884,[0.60866554 0.48400746]
19885,[0.50768403 0.45009883]
19886,[0.41092044 0.4056064 ]
19887,[0.31947883 0.35104006]
19888,[0.23440265 0.28702446]
19889,[0.15666281 0.21429192]
19890,[0.08714665 0.13367405]
19891,[0.0266478  0.04609234]
19892,[-0.02414286 -0.04745241]
19893,[-0.06464502 -0.14589144]
19894,[-0.09439564 -0.24810023]
19895,[-0.11305414 -0.35291133]
19896,[-0.12040633 -0.45912761]
19897,[-0.11636684 -0.56553596]
19898,[-0.1009801  -0.67092105]
19899,[-0.0744198  -0.77407923]
19900,[-0.03698696 -0.87383221]
19901,[ 0.01089354 -0.96904051]
19902,[ 0.06867778 -1.05861642]
19903,[ 0.135709   -1.14153639]
19904,[ 0.21122509 -1.21685273]
19905,[ 0.29436726 -1.28370435]
19906,[ 0.38418984 -1.34132663]
19907,[ 0.47967105 -1.38906008]
19908,[ 0.57972461 -1.42635789]
19909,[ 0.68321219 -1.45279214]
19910,[ 0.78895631 -1.46805868]
19911,[ 0.89575376 -1.47198062]
19912,[ 1.00238936 -1.46451029]
19913,[ 1.10764977 -1.44572983]
19914,[ 1.2103373  -1.41585025]
19915,[ 1.30928358 -1.375209  ]
19916,[ 1.40336286 -1.32426615]
19917,[ 1.49150486 -1.26359914]
19918,[ 1.57270693 -1.1938962 ]
19919,[ 1.64604548 -1.1159485 ]
19920,[ 1.71068653 -1.03064115]
19921,[ 1.76589519 -0.93894313]
19922,[ 1.76589519 -0.93894313]
19923,[ 1.81104401 -0.84189619]
19924,[ 1.84562019 -0.74060307]
19925,[ 1.86923136 -0.63621486]
19926,[ 1.8816101 -0.5299179]
19927,[ 1.88261695 -0.42292031]
19928,[ 1.87224202 -0.31643816]
19929,[ 1.85060508 -0.21168168]
19930,[ 1.81795424 -0.10984141]
19931,[ 1.77466307 -0.01207468]
19932,[1.72122638 0.08050759]
19933,[1.65825457 0.16685358]
19934,[1.58646668 0.24598247]
19935,[1.50668217 0.31699572]
19936,[1.41981164 0.37908722]
19937,[1.32684641 0.43155252]
19938,[1.22884722 0.47379684]
19939,[1.1269322  0.50534187]
19940,[1.02226407 0.52583119]
19941,[0.91603691 0.53503433]
19942,[0.80946259 0.53284942]
19943,[0.70375689 0.51930435]
19944,[0.60012574 0.49455642]
19945,[0.4997514  0.45889058]
19946,[0.40377905 0.41271618]
19947,[0.31330368 0.35656227]
19948,[0.22935768 0.29107164]
19949,[0.15289904 0.21699342]
19950,[0.08480045 0.13517461]
19951,[0.02583932 0.04655039]
19952,[-0.02331102 -0.04786653]
19953,[-0.06208902 -0.14699743]
19954,[-0.09005131 -0.24970988]
19955,[-0.10687776 -0.35483065]
19956,[-0.11237511 -0.46115907]
19957,[-0.10647915 -0.56748071]
19958,[-0.08925553 -0.67258121]
19959,[-0.06089892 -0.77526014]
19960,[-0.02173085 -0.87434463]
19961,[ 0.02780397 -0.9687028 ]
19962,[ 0.08714273 -1.05725659]
19963,[ 0.15561089 -1.13899408]
19964,[ 0.23242993 -1.21298101]
19965,[ 0.31672616 -1.27837142]
19966,[ 0.40754071 -1.3344173 ]
19967,[ 0.50384043 -1.3804771 ]
19968,[ 0.6045297  -1.41602306]
19969,[ 0.70846286 -1.44064717]
19970,[ 0.8144573  -1.45406591]
19971,[ 0.92130694 -1.45612337]
19972,[ 1.02779592 -1.44679313]
19973,[ 1.13271253 -1.42617849]
19974,[ 1.23486295 -1.39451131]
19975,[ 1.33308487 -1.3521494 ]
19976,[ 1.42626075 -1.2995724 ]
19977,[ 1.51333055 -1.23737634]
19978,[ 1.59330376 -1.16626684]
19979,[ 1.66527077 -1.08705108]
19980,[ 1.72841316 -1.00062858]
19981,[ 1.78201305 -0.907981  ]
19982,[ 1.78201305 -0.907981  ]
19983,[ 1.82546129 -0.81016089]
19984,[ 1.85826439 -0.70827976]
19985,[ 1.88005015 -0.60349537]
19986,[ 1.89057186 -0.49699857]
19987,[ 1.88971119 -0.3899997 ]
19988,[ 1.87747947 -0.28371484]
19989,[ 1.85401758 -0.17935193]
19990,[ 1.81959435 -0.07809701]
19991,[1.77460352 0.0188993 ]
19992,[1.71955918 0.11053487]
19993,[1.65509002 0.1957687 ]
19994,[1.58193206 0.27363267]
19995,[1.50092036 0.34324267]
19996,[1.41297941 0.40380861]
19997,[1.31911269 0.45464345]
19998,[1.22039117 0.49517102]
19999,[1.11794114 0.52493258]
20000,[1.01293136 0.54359207]
20001,[0.90655976 0.55093989]
20002,[0.8000398  0.54689534]
20003,[0.6945866  0.53150751]
20004,[0.59140314 0.50495474]
20005,[0.49166654 0.46754256]
20006,[0.39651466 0.41970023]
20007,[0.30703309 0.36197587]
20008,[0.22424285 0.29503015]
20009,[0.1490887  0.21962883]
20010,[0.08242841 0.13663399]
20011,[0.02502296 0.04699425]
20012,[-0.02247208 -0.04826608]
20013,[-0.05951411 -0.14805864]
20014,[-0.08567956 -0.25124346]
20015,[-0.10066884 -0.35664188]
20016,[-0.10430966 -0.46305005]
20017,[-0.09655903 -0.56925259]
20018,[-0.07750377 -0.6740365 ]
20019,[-0.04735949 -0.77620489]
20020,[-0.00646812 -0.87459072]
20021,[ 0.04470593 -0.96807002]
20022,[ 0.10558113 -1.05557472]
20023,[ 0.17546538 -1.13610482]
20024,[ 0.25356397 -1.2087398 ]
20025,[ 0.33898858 -1.27264908]
20026,[ 0.43076743 -1.3271015 ]
20027,[ 0.52785634 -1.37147362]
20028,[ 0.62915063 -1.40525689]
20029,[ 0.73349771 -1.42806337]
20030,[ 0.8397102 -1.4396302]
20031,[ 0.94657947 -1.43982257]
20032,[ 1.05288941 -1.42863526]
20033,[ 1.15743026 -1.40619271]
20034,[ 1.25901245 -1.37274759]
20035,[ 1.3564801  -1.32867792]
20036,[ 1.44872419 -1.27448279]
20037,[ 1.53469525 -1.21077662]
20038,[ 1.61341526 -1.13828223]
20039,[ 1.6839888  -1.05782253]
20040,[ 1.74561329 -0.97031121]
20041,[ 1.79758809 -0.87674229]
20042,[ 1.79758809 -0.87674229]
20043,[ 1.83932252 -0.77817881]
20044,[ 1.87034256 -0.6757407 ]
20045,[ 1.89029625 -0.57059206]
20046,[ 1.89895774 -0.46392784]
20047,[ 1.89622982 -0.35696029]
20048,[ 1.88214503 -0.25090509]
20049,[ 1.85686533 -0.14696755]
20050,[ 1.8206802  -0.04632881]
20051,[1.7740034  0.04986752]
20052,[1.71736819 0.14052849]
20053,[1.6514213  0.22462418]
20054,[1.57691558 0.30119952]
20055,[1.49470135 0.36938506]
20056,[1.40571678 0.428407  ]
20057,[1.31097716 0.4775959 ]
20058,[1.21156337 0.51639437]
20059,[1.10860953 0.5443634 ]
20060,[1.00329009 0.56118737]
20061,[0.89680646 0.56667762]
20062,[0.79037331 0.56077466]
20063,[0.68520472 0.54354876]
20064,[0.58250039 0.51519924]
20065,[0.48343192 0.47605211]
20066,[0.38912949 0.42655645]
20067,[0.30066898 0.3672792 ]
20068,[0.21905971 0.29889879]
20069,[0.14523294 0.22219733]
20070,[0.08003126 0.13805176]
20071,[0.02419899 0.04742381]
20072,[-0.0216263  -0.04865092]
20073,[-0.05692106 -0.14907476]
20074,[-0.08128171 -0.25270051]
20075,[-0.09442925 -0.35834447]
20076,[-0.09621243 -0.46479998]
20077,[-0.0866095  -0.57085108]
20078,[-0.06572841 -0.67528646]
20079,[-0.03380563 -0.77691321]
20080,[ 0.00879658 -0.8745704 ]
20081,[ 0.06159428 -0.96714235]
20082,[ 0.12398737 -1.0535713 ]
20083,[ 0.19526642 -1.1328695 ]
20084,[ 0.27462077 -1.20413041]
20085,[ 0.36114774 -1.26653909]
20086,[ 0.45386294 -1.31938144]
20087,[ 0.55171146 -1.36205238]
20088,[ 0.65357993 -1.39406267]
20089,[ 0.75830914 -1.41504457]
20090,[ 0.86470732 -1.42475598]
20091,[ 0.97156367 -1.42308319]
20092,[ 1.07766217 -1.41004222]
20093,[ 1.18179543 -1.3857786 ]
20094,[ 1.28277845 -1.35056572]
20095,[ 1.37946213 -1.30480172]
20096,[ 1.47074634 -1.24900495]
20097,[ 1.55559248 -1.18380809]
20098,[ 1.63303529 -1.10995088]
20099,[ 1.70219387 -1.02827176]
20100,[ 1.76228169 -0.93969828]
20101,[ 1.81261557 -0.84523652]
20102,[ 1.81261557 -0.84523652]
20103,[ 1.85262348 -0.74595969]
20104,[ 1.881851   -0.64299581]
20105,[ 1.89996656 -0.53751493]
20106,[ 1.90676518 -0.4307158 ]
20107,[ 1.90217083 -0.32381215]
20108,[ 1.88623727 -0.21801892]
20109,[ 1.85914745 -0.11453839]
20110,[ 1.82121145 -0.01454651]
20111,[1.7728629  0.08082055]
20112,[1.71465406 0.17047929]
20113,[1.64724955 0.25341125]
20114,[1.57141875 0.32867461]
20115,[1.48802704 0.39541494]
20116,[1.39802595 0.45287489]
20117,[1.30244229 0.50040286]
20118,[1.20236652 0.53746041]
20119,[1.09894023 0.56362839]
20120,[0.99334322 0.57861172]
20121,[0.88677999 0.58224275]
20122,[0.78046606 0.57448317]
20123,[0.67561413 0.55542445]
20124,[0.57342021 0.5252868 ]
20125,[0.47505003 0.48441666]
20126,[0.38162579 0.43328273]
20127,[0.29421328 0.37247066]
20128,[0.21380984 0.30267639]
20129,[0.14133294 0.22469816]
20130,[0.07760974 0.13942747]
20131,[0.02336764 0.04783892]
20132,[-0.02077393 -0.04902094]
20133,[-0.05431068 -0.15004546]
20134,[-0.0768591  -0.25408058]
20135,[-0.08816089 -0.35993791]
20136,[-0.0880859  -0.46640832]
20137,[-0.07663358 -0.57227568]
20138,[-0.05393303 -0.67633073]
20139,[-0.02024148 -0.77738487]
20140,[ 0.0240586  -0.87428368]
20141,[ 0.07846386 -0.96592008]
20142,[ 0.14235584 -1.05124696]
20143,[ 0.21500798 -1.12928909]
20144,[ 0.29559391 -1.19915422]
20145,[ 0.38319689 -1.26004329]
20146,[ 0.47682019 -1.31125949]
20147,[ 0.57539852 -1.35221624]
20148,[ 0.67781013 -1.38244381]
20149,[ 0.78288958 -1.40159473]
20150,[ 0.88944104 -1.40944776]
20151,[ 0.99625193 -1.40591032]
20152,[ 1.10210667 -1.39101967]
20153,[ 1.20580061 -1.36494236]
20154,[ 1.3061537  -1.32797245]
20155,[ 1.40202396 -1.28052806]
20156,[ 1.49232048 -1.22314666]
20157,[ 1.57601585 -1.15647896]
20158,[ 1.65215788 -1.08128144]
20159,[ 1.71988043 -0.99840777]
20160,[ 1.77841328 -0.9087991 ]
20161,[ 1.82709092 -0.81347329]
20162,[ 1.82709092 -0.81347329]
20163,[ 1.86536011 -0.71351333]
20164,[ 1.89278621 -0.61005505]
20165,[ 1.90905811 -0.50427408]
20166,[ 1.9139918  -0.39737256]
20167,[ 1.90753242 -0.29056537]
20168,[ 1.88975494 -0.18506633]
20169,[ 1.86086327 -0.08207435]
20170,[1.82118795 0.01724023]
20171,[1.77118237 0.11174897]
20172,[1.71141764 0.20037816]
20173,[1.64257603 0.28212112]
20174,[1.56544325 0.35604959]
20175,[1.48089946 0.42132437]
20176,[1.38990926 0.47720483]
20177,[1.29351069 0.5230574 ]
20178,[1.19280342 0.55836275]
20179,[1.08893619 0.5827217 ]
20180,[0.98309376 0.59585982]
20181,[0.87648339 0.59763051]
20182,[0.77032108 0.58801668]
20183,[0.66581774 0.56713095]
20184,[0.56416535 0.53521436]
20185,[0.46652345 0.49263364]
20186,[0.37400584 0.43987702]
20187,[0.28766796 0.37754866]
20188,[0.20849485 0.30636178]
20189,[0.13738989 0.22713053]
20190,[0.07516457 0.14076071]
20191,[0.02252918 0.04823945]
20192,[-0.01991524 -0.04937603]
20193,[-0.05168375 -0.15097046]
20194,[-0.07241307 -0.25538326]
20195,[-0.08186568 -0.36142171]
20196,[-0.07993254 -0.4678746 ]
20197,[-0.06663432 -0.57352596]
20198,[-0.04212121 -0.67716899]
20199,[-0.00667116 -0.77761974]
20200,[ 0.03931328 -0.87373064]
20201,[ 0.09530954 -0.96440359]
20202,[ 0.16068094 -1.0486024 ]
20203,[ 0.23468404 -1.12536468]
20204,[ 0.31647702 -1.19381276]
20205,[ 0.40512931 -1.25316367]
20206,[ 0.4996322  -1.30273812]
20207,[ 0.59891032 -1.3419682 ]
20208,[ 0.70183387 -1.37040383]
20209,[ 0.80723154 -1.38771796]
20210,[ 0.91390383 -1.3937102 ]
20211,[ 1.02063671 -1.3883092 ]
20212,[ 1.12621545 -1.37157339]
20213,[ 1.22943849 -1.34369035]
20214,[ 1.32913108 -1.30497467]
20215,[ 1.42415872 -1.25586433]
20216,[ 1.51344004 -1.19691579]
20217,[ 1.59595916 -1.12879755]
20218,[ 1.67077722 -1.05228262]
20219,[ 1.7370431  -0.96823966]
20220,[ 1.79400315 -0.87762309]
20221,[ 1.84100971 -0.78146226]
20222,[ 1.84100971 -0.78146226]
20223,[ 1.87752853 -0.68084964]
20224,[ 1.90314485 -0.57692846]
20225,[ 1.91756815 -0.47087962]
20226,[ 1.92063539 -0.36390828]
20227,[ 1.91231296 -0.25723009]
20228,[ 1.89269697 -0.15205738]
20229,[ 1.86201224 -0.04958531]
20230,[1.82060969 0.04902172]
20231,[1.76896232 0.14264334]
20232,[1.7076599 0.230216 ]
20233,[1.63740217 0.31074506]
20234,[1.55899091 0.38331612]
20235,[1.47332079 0.44710546]
20236,[1.3813692  0.50138941]
20237,[1.28418507 0.54555261]
20238,[1.18287697 0.57909499]
20239,[1.07860044 0.60163751]
20240,[0.97254484 0.61292642]
20241,[0.8659198  0.61283624]
20242,[0.75994145 0.60137108]
20243,[0.65581853 0.57866469]
20244,[0.55473865 0.54497889]
20245,[0.45785475 0.50070057]
20246,[0.36627196 0.44633733]
20247,[0.28103502 0.38251166]
20248,[0.20311634 0.30995386]
20249,[0.13340499 0.22949372]
20250,[0.07269651 0.14205108]
20251,[0.02168386 0.04862529]
20252,[-0.01905047 -0.04971608]
20253,[-0.04904108 -0.15184947]
20254,[-0.06794499 -0.25660815]
20255,[-0.07554553 -0.36279542]
20256,[-0.07175482 -0.46919835]
20257,[-0.05661477 -0.57460154]
20258,[-0.03029657 -0.67780097]
20259,[ 0.00690119 -0.77761773]
20260,[ 0.054556   -0.87291146]
20261,[ 0.11212618 -0.96259332]
20262,[ 0.17895711 -1.04563842]
20263,[ 0.25428862 -1.12109748]
20264,[ 0.33726372 -1.18810765]
20265,[ 0.42693833 -1.24590233]
20266,[ 0.52229202 -1.29381993]
20267,[ 0.62223967 -1.33131138]
20268,[ 0.72564382 -1.35794643]
20269,[ 0.83132762 -1.37341847]
20270,[ 0.93808824 -1.37754811]
20271,[ 1.0447106  -1.37028519]
20272,[ 1.14998118 -1.35170933]
20273,[ 1.25270187 -1.32202904]
20274,[ 1.35170359 -1.28157938]
20275,[ 1.44585967 -1.23081806]
20276,[ 1.5340986  -1.17032032]
20277,[ 1.61541632 -1.1007723 ]
20278,[ 1.68888761 -1.02296327]
20279,[ 1.75367666 -0.93777661]
20280,[ 1.80904655 -0.84617976]
20281,[ 1.85436771 -0.74921319]
20282,[ 1.85436771 -0.74921319]
20283,[ 1.88912503 -0.64797855]
20284,[ 1.91292379 -0.54362613]
20285,[ 1.92549408 -0.43734172]
20286,[ 1.92669395 -0.33033314]
20287,[ 1.91651099 -0.22381645]
20288,[ 1.89506247 -0.1190021 ]
20289,[ 1.86259403 -0.01708116]
20290,[1.81947685 0.08078827]
20291,[1.76620343 0.17349427]
20292,[1.70338199 0.25998371]
20293,[1.63172953 0.33927434]
20294,[1.55206368 0.41046588]
20295,[1.46529333 0.47275036]
20296,[1.37240836 0.52542127]
20297,[1.27446828 0.56788164]
20298,[1.17259021 0.59965084]
20299,[1.06793614 0.62037005]
20300,[0.96169968 0.62980632]
20301,[0.85509245 0.62785528]
20302,[0.74933033 0.6145423 ]
20303,[0.64561955 0.59002217]
20304,[0.54514297 0.55457741]
20305,[0.44904659 0.50861498]
20306,[0.35842652 0.45266168]
20307,[0.27431646 0.38735814]
20308,[0.19767597 0.31345152]
20309,[0.12937946 0.23178701]
20310,[0.07020631 0.14329817]
20311,[0.02083192 0.04899632]
